MARPP Real personal income and regional price parities by MSA 1
MARPP Real personal income and regional price parities by MSA 1
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2023
22660,"Fort Collins, CO (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
22660,"Fort Collins, CO (Metropolitan Statistical Area)",3,RPPs: All items,96.618
22660,"Fort Collins, CO (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.333
22660,"Fort Collins, CO (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",116.942
22660,"Fort Collins, CO (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",78.897
22660,"Fort Collins, CO (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.013
22660,"Fort Collins, CO (Metropolitan Statistical Area)",8,Implicit regional price deflator,116.417
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",,Real personal income,
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",11480.2
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",46152
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",3,RPPs: All items,85.062
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",4,"  RPPs: Goods",92.126
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",50.844
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",81.208
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.251
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",8,Implicit regional price deflator,102.492
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",,Real personal income,
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",23948.8
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",55787
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",3,RPPs: All items,89.980
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.057
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",62.346
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",86.680
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.592
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.418
23420,"Fresno, CA (Metropolitan Statistical Area)",,Real personal income,
23420,"Fresno, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",42892.0
23420,"Fresno, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",42168
23420,"Fresno, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
23420,"Fresno, CA (Metropolitan Statistical Area)",3,RPPs: All items,103.988
23420,"Fresno, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.560
23420,"Fresno, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",96.460
23420,"Fresno, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",143.842
23420,"Fresno, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.294
23420,"Fresno, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,125.296
23460,"Gadsden, AL (Metropolitan Statistical Area)",,Real personal income,
23460,"Gadsden, AL (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",4446.0
23460,"Gadsden, AL (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",43065
23460,"Gadsden, AL (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
23460,"Gadsden, AL (Metropolitan Statistical Area)",3,RPPs: All items,87.020
23460,"Gadsden, AL (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.052
23460,"Gadsden, AL (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",49.240
23460,"Gadsden, AL (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",92.101
23460,"Gadsden, AL (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.684
23460,"Gadsden, AL (Metropolitan Statistical Area)",8,Implicit regional price deflator,104.852
23540,"Gainesville, FL (Metropolitan Statistical Area)",,Real personal income,
23540,"Gainesville, FL (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",16370.1
23540,"Gainesville, FL (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",46489
23540,"Gainesville, FL (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
23540,"Gainesville, FL (Metropolitan Statistical Area)",3,RPPs: All items,96.895
23540,"Gainesville, FL (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.611
23540,"Gainesville, FL (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",92.475
23540,"Gainesville, FL (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",92.904
23540,"Gainesville, FL (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",99.484
23540,"Gainesville, FL (Metropolitan Statistical Area)",8,Implicit regional price deflator,116.750
23580,"Gainesville, GA (Metropolitan Statistical Area)",,Real personal income,
23580,"Gainesville, GA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",11288.2
23580,"Gainesville, GA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",51955
23580,"Gainesville, GA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
23580,"Gainesville, GA (Metropolitan Statistical Area)",3,RPPs: All items,96.097
23580,"Gainesville, GA (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.911
23580,"Gainesville, GA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",91.791
23580,"Gainesville, GA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.898
23580,"Gainesville, GA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.049
23580,"Gainesville, GA (Metropolitan Statistical Area)",8,Implicit regional price deflator,115.789
23900,"Gettysburg, PA (Metropolitan Statistical Area)",,Real personal income,
23900,"Gettysburg, PA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5637.2
23900,"Gettysburg, PA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",52808
23900,"Gettysburg, PA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
23900,"Gettysburg, PA (Metropolitan Statistical Area)",3,RPPs: All items,92.724
23900,"Gettysburg, PA (Metropolitan Statistical Area)",4,"  RPPs: Goods",98.458
23900,"Gettysburg, PA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",64.289
23900,"Gettysburg, PA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",115.934
23900,"Gettysburg, PA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.633
23900,"Gettysburg, PA (Metropolitan Statistical Area)",8,Implicit regional price deflator,111.724
24020,"Glens Falls, NY (Metropolitan Statistical Area)",,Real personal income,
24020,"Glens Falls, NY (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",6582.8
24020,"Glens Falls, NY (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",52483
24020,"Glens Falls, NY (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
24020,"Glens Falls, NY (Metropolitan Statistical Area)",3,RPPs: All items,93.551
24020,"Glens Falls, NY (Metropolitan Statistical Area)",4,"  RPPs: Goods",98.137
24020,"Glens Falls, NY (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",73.574
24020,"Glens Falls, NY (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",130.709
24020,"Glens Falls, NY (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.604
24020,"Glens Falls, NY (Metropolitan Statistical Area)",8,Implicit regional price deflator,112.721
24140,"Goldsboro, NC (Metropolitan Statistical Area)",,Real personal income,
24140,"Goldsboro, NC (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5582.1
24140,"Goldsboro, NC (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",47033
24140,"Goldsboro, NC (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
24140,"Goldsboro, NC (Metropolitan Statistical Area)",3,RPPs: All items,89.731
24140,"Goldsboro, NC (Metropolitan Statistical Area)",4,"  RPPs: Goods",96.458
24140,"Goldsboro, NC (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",59.632
24140,"Goldsboro, NC (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",82.849
24140,"Goldsboro, NC (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.136
24140,"Goldsboro, NC (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.118
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",,Real personal income,
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",6204.7
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",60170
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",3,RPPs: All items,86.195
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.921
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",56.905
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",77.255
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",90.666
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",8,Implicit regional price deflator,103.858
24260,"Grand Island, NE (Metropolitan Statistical Area)",,Real personal income,
24260,"Grand Island, NE (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",4410.1
24260,"Grand Island, NE (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",57665
24260,"Grand Island, NE (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
24260,"Grand Island, NE (Metropolitan Statistical Area)",3,RPPs: All items,87.262
24260,"Grand Island, NE (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.260
24260,"Grand Island, NE (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",60.814
24260,"Grand Island, NE (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",77.014
24260,"Grand Island, NE (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",92.680
24260,"Grand Island, NE (Metropolitan Statistical Area)",8,Implicit regional price deflator,105.143
24300,"Grand Junction, CO (Metropolitan Statistical Area)",,Real personal income,
24300,"Grand Junction, CO (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",8309.9
24300,"Grand Junction, CO (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",52041
24300,"Grand Junction, CO (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
24300,"Grand Junction, CO (Metropolitan Statistical Area)",3,RPPs: All items,92.131
24300,"Grand Junction, CO (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.333
24300,"Grand Junction, CO (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",87.769
24300,"Grand Junction, CO (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",80.343
24300,"Grand Junction, CO (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.013
24300,"Grand Junction, CO (Metropolitan Statistical Area)",8,Implicit regional price deflator,111.009
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",,Real personal income,
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",62647.9
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",56997
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",3,RPPs: All items,95.189
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.313
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",90.845
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",93.565
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.880
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",8,Implicit regional price deflator,114.694
24420,"Grants Pass, OR (Metropolitan Statistical Area)",,Real personal income,
24420,"Grants Pass, OR (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",3991.3
24420,"Grants Pass, OR (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",45448
24420,"Grants Pass, OR (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
24420,"Grants Pass, OR (Metropolitan Statistical Area)",3,RPPs: All items,100.709
24420,"Grants Pass, OR (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.556
24420,"Grants Pass, OR (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",87.112
24420,"Grants Pass, OR (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.292
24420,"Grants Pass, OR (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.199
24420,"Grants Pass, OR (Metropolitan Statistical Area)",8,Implicit regional price deflator,121.346
24500,"Great Falls, MT (Metropolitan Statistical Area)",,Real personal income,
24500,"Great Falls, MT (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",4584.6
24500,"Great Falls, MT (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",54000
24500,"Great Falls, MT (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
24500,"Great Falls, MT (Metropolitan Statistical Area)",3,RPPs: All items,92.596
24500,"Great Falls, MT (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.290
24500,"Great Falls, MT (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",89.155
24500,"Great Falls, MT (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",72.785
24500,"Great Falls, MT (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.451
24500,"Great Falls, MT (Metropolitan Statistical Area)",8,Implicit regional price deflator,111.570
24540,"Greeley, CO (Metropolitan Statistical Area)",,Real personal income,
24540,"Greeley, CO (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",19473.6
24540,"Greeley, CO (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",54177
